scientific name,sort v2021
Cinnycerthia olivascens,26660.0
Cinnycerthia olivascens bogotensis,26661.0
Cinnycerthia olivascens olivascens,26662.0
Cinnycerthia peruana,26663.0
Cinnycerthia fulva,26664.0
Cinnycerthia fulva fitzpatricki,26665.0
Cinnycerthia fulva fulva,26666.0
Cinnycerthia fulva gravesi,26667.0
Uropsila leucogastra,26669.0
Uropsila leucogastra [leucogastra Group],26670.0
Uropsila leucogastra grisescens,26671.0
Uropsila leucogastra centralis,26672.0
Uropsila leucogastra leucogastra,26673.0
Uropsila leucogastra restricta,26674.0
Uropsila leucogastra brachyura,26675.0
Uropsila leucogastra australis,26676.0
Uropsila leucogastra pacifica,26677.0
Henicorhina leucosticta,26678.0
Henicorhina leucosticta [prostheleuca Group],26679.0
Henicorhina leucosticta decolorata,26680.0
Henicorhina leucosticta prostheleuca,26681.0
Henicorhina leucosticta tropaea,26682.0
Henicorhina leucosticta smithei,26683.0
Henicorhina leucosticta pittieri/costaricensis,26684.0
Henicorhina leucosticta costaricensis,26685.0
Henicorhina leucosticta pittieri,26686.0
Henicorhina leucosticta inornata/eucharis,26687.0
Henicorhina leucosticta eucharis,26688.0
Henicorhina leucosticta inornata,26689.0
Henicorhina leucosticta [leucosticta Group],26690.0
Henicorhina leucosticta darienensis,26691.0
Henicorhina leucosticta albilateralis,26692.0
Henicorhina leucosticta hauxwelli,26693.0
Henicorhina leucosticta leucosticta,26694.0
Henicorhina leucoptera,26695.0
Henicorhina leucophrys,26696.0
Henicorhina leucophrys [mexicana Group],26697.0
Henicorhina leucophrys festiva,26698.0
Henicorhina leucophrys mexicana,26699.0
Henicorhina leucophrys castanea,26700.0
Henicorhina leucophrys capitalis,26701.0
Henicorhina leucophrys collina,26702.0
Henicorhina leucophrys brunneiceps,26703.0
Henicorhina leucophrys bangsi,26704.0
Henicorhina leucophrys manastarae,26705.0
Henicorhina leucophrys meridana,26706.0
Henicorhina leucophrys venezuelensis,26707.0
Henicorhina leucophrys hilaris,26708.0
Henicorhina leucophrys leucophrys/boliviana,26709.0
Henicorhina leucophrys leucophrys,26710.0
Henicorhina leucophrys boliviana,26711.0
Henicorhina anachoreta,26712.0
Henicorhina negreti,26713.0
Cyphorhinus thoracicus,26715.0
Cyphorhinus thoracicus dichrous,26716.0
Cyphorhinus thoracicus thoracicus,26717.0
Cyphorhinus phaeocephalus,26718.0
Cyphorhinus phaeocephalus richardsoni,26719.0
Cyphorhinus phaeocephalus infuscatus,26720.0
Cyphorhinus phaeocephalus lawrencii,26721.0
Cyphorhinus phaeocephalus propinquus,26722.0
Cyphorhinus phaeocephalus phaeocephalus,26723.0
Cyphorhinus arada,26724.0
Cyphorhinus arada transfluvialis,26725.0
Cyphorhinus arada salvini,26726.0
Cyphorhinus arada arada,26727.0
Cyphorhinus arada griseolateralis,26728.0
Cyphorhinus arada interpositus,26729.0
Cyphorhinus arada modulator,26730.0
Elachura formosa,26732.0
Cinclus cinclus,26733.0
Cinclus cinclus hibernicus,26734.0
Cinclus cinclus gularis,26735.0
Cinclus cinclus cinclus,26736.0
Cinclus cinclus aquaticus,26737.0
Cinclus cinclus minor,26738.0
Cinclus cinclus olympicus,26739.0
Cinclus cinclus caucasicus,26740.0
Cinclus cinclus rufiventris,26741.0
Cinclus cinclus persicus,26742.0
Cinclus cinclus uralensis,26743.0
Cinclus cinclus leucogaster,26744.0
Cinclus cinclus cashmeriensis,26745.0
Cinclus cinclus przewalskii,26746.0
Cinclus pallasii,26747.0
Cinclus pallasii tenuirostris,26748.0
Cinclus pallasii dorjei,26749.0
Cinclus pallasii pallasii,26750.0
Cinclus mexicanus,26751.0
Cinclus mexicanus [mexicanus Group],26752.0
Cinclus mexicanus unicolor,26753.0
Cinclus mexicanus mexicanus,26754.0
Cinclus mexicanus anthonyi,26755.0
Cinclus mexicanus ardesiacus,26756.0
Cinclus leucocephalus,26757.0
Cinclus leucocephalus rivularis,26758.0
Cinclus leucocephalus leuconotus,26759.0
Cinclus leucocephalus leucocephalus,26760.0
Cinclus schulzii,26761.0
Buphagus erythrorynchus,26762.0
Buphagus africanus,26763.0
Buphagus africanus africanus,26764.0
Buphagus africanus langi,26765.0
Rhabdornis mystacalis,26767.0
Rhabdornis mystacalis mystacalis,26768.0
Rhabdornis mystacalis minor,26769.0
Rhabdornis grandis,26770.0
Rhabdornis inornatus,26771.0
Rhabdornis inornatus inornatus,26772.0
Rhabdornis inornatus leytensis,26773.0
Rhabdornis inornatus alaris,26774.0
Rhabdornis rabori,26775.0
Enodes erythrophris,26776.0
Scissirostrum dubium,26777.0
Aplonis metallica,26778.0
Aplonis metallica circumscripta,26779.0
Aplonis metallica [metallica Group],26780.0
Aplonis metallica metallica,26781.0
Aplonis metallica inornata,26782.0
Aplonis metallica nitida,26783.0
Aplonis metallica purpureiceps,26784.0
Aplonis mystacea,26785.0
Aplonis crassa,26786.0
Aplonis feadensis,26787.0
Aplonis feadensis feadensis,26788.0
Aplonis feadensis heureka,26789.0
Aplonis insularis,26790.0
Aplonis magna,26791.0
Aplonis magna magna,26792.0
Aplonis magna brevicauda,26793.0
Aplonis brunneicapillus,26794.0
Aplonis grandis,26795.0
Aplonis grandis grandis,26796.0
Aplonis grandis macrura,26797.0
Aplonis grandis malaitae,26798.0
Aplonis dichroa,26799.0
Aplonis zelandica,26800.0
Aplonis zelandica rufipennis,26801.0
Aplonis zelandica maxwellii,26802.0
Aplonis zelandica zelandica,26803.0
Aplonis striata,26804.0
Aplonis striata striata,26805.0
Aplonis striata atronitens,26806.0
Aplonis pelzelni,26807.0
Aplonis cantoroides,26808.0
Aplonis santovestris,26809.0
Aplonis panayensis,26810.0
Aplonis panayensis affinis,26811.0
Aplonis panayensis strigata,26812.0
Aplonis panayensis tytleri,26813.0
Aplonis panayensis albiris,26814.0
Aplonis panayensis heterochlora,26815.0
Aplonis panayensis eustathis,26816.0
Aplonis panayensis alipodis,26817.0
Aplonis panayensis panayensis,26818.0
Aplonis panayensis sanghirensis,26819.0
Aplonis panayensis enganensis,26820.0
Aplonis panayensis altirostris,26821.0
Aplonis panayensis leptorrhyncha,26822.0
Aplonis panayensis pachistorhina,26823.0
Aplonis panayensis gusti,26824.0
Aplonis mysolensis,26825.0
Aplonis mysolensis sulaensis,26826.0
Aplonis mysolensis mysolensis,26827.0
Aplonis minor,26828.0
Aplonis opaca,26829.0
Aplonis opaca opaca,26830.0
Aplonis opaca anga,26831.0
Aplonis opaca kurodai,26832.0
Aplonis opaca ponapensis,26833.0
Aplonis opaca aenea,26834.0
Aplonis opaca guami,26835.0
Aplonis opaca orii,26836.0
Aplonis tabuensis,26837.0
Aplonis tabuensis [tabuensis Group],26838.0
Aplonis tabuensis tabuensis,26839.0
Aplonis tabuensis tenebrosa,26840.0
Aplonis tabuensis nesiotes,26841.0
Aplonis tabuensis brunnescens,26842.0
Aplonis tabuensis vitiensis,26843.0
Aplonis tabuensis fortunae,26844.0
Aplonis tabuensis rotumae,26845.0
Aplonis tabuensis tucopiae,26846.0
Aplonis tabuensis pachyrhampha,26847.0
Aplonis tabuensis brevirostris,26848.0
Aplonis tabuensis tutuilae,26849.0
Aplonis tabuensis manuae,26850.0
Aplonis atrifusca,26851.0
Aplonis corvina,26852.0
Aplonis cinerascens,26853.0
Aplonis mavornata,26854.0
Aplonis fusca,26855.0
Aplonis ulietensis,26856.0
Basilornis celebensis,26858.0
Basilornis galeatus,26859.0
Basilornis corythaix,26860.0
Goodfellowia miranda,26861.0
Sarcops calvus,26862.0
Sarcops calvus calvus,26863.0
Sarcops calvus melanonotus,26864.0
Sarcops calvus lowii,26865.0
Streptocitta albicollis,26866.0
Streptocitta albicollis torquata,26867.0
Streptocitta albicollis albicollis,26868.0
Streptocitta albertinae,26869.0
Mino dumontii,26870.0
Mino anais,26871.0
Mino anais anais,26872.0
Mino anais orientalis,26873.0
Mino anais robertsonii,26874.0
Mino kreffti,26875.0
Ampeliceps coronatus,26876.0
Gracula ptilogenys,26877.0
Gracula religiosa,
Gracula religiosa [religiosa Group],26879.0
Gracula religiosa peninsularis,26880.0
Gracula religiosa intermedia,26881.0
Gracula religiosa andamanensis,26882.0
Gracula religiosa religiosa,26883.0
Gracula religiosa batuensis,26884.0
Gracula religiosa palawanensis,26885.0
Gracula religiosa miotera,
Gracula religiosa robusta,26889.0
Gracula religiosa enganensis,26888.0
Gracula venerata,26886.0
Gracula indica,26887.0
Sturnus vulgaris,26890.0
Sturnus vulgaris granti,26891.0
Sturnus vulgaris vulgaris,26892.0
Sturnus vulgaris faroensis,26893.0
Sturnus vulgaris zetlandicus,26894.0
Sturnus vulgaris tauricus,26895.0
Sturnus vulgaris purpurascens,26896.0
Sturnus vulgaris caucasicus,26897.0
Sturnus vulgaris nobilior,26898.0
Sturnus vulgaris poltaratskyi,26899.0
Sturnus vulgaris porphyronotus,26900.0
Sturnus vulgaris humii,26901.0
Sturnus vulgaris minor,26902.0
Sturnus unicolor,26903.0
Creatophora cinerea,26905.0
Pastor roseus,26906.0
Agropsar sturninus,26907.0
Agropsar philippensis,26908.0
Gracupica nigricollis,26910.0
Gracupica contra,
Gracupica contra contra,26913.0
Gracupica contra sordida,26914.0
Gracupica contra superciliaris,26915.0
Gracupica floweri,26916.0
Gracupica jalla,26917.0
Sturnornis albofrontatus,26918.0
Leucopsar rothschildi,26919.0
Necropsar rodericanus,26920.0
Fregilupus varius,26921.0
Sturnia sinensis,26922.0
Sturnia pagodarum,26923.0
Sturnia malabarica,26924.0
Sturnia malabarica malabarica,26925.0
Sturnia malabarica nemoricola,26926.0
Sturnia blythii,26927.0
Sturnia erythropygia,26929.0
Sturnia erythropygia erythropygia,26930.0
Sturnia erythropygia andamanensis,26931.0
Sturnia erythropygia katchalensis,26932.0
Spodiopsar sericeus,26933.0
Spodiopsar cineraceus,26934.0
Acridotheres tristis,26935.0
Acridotheres tristis tristis,26936.0
Acridotheres tristis melanosternus,26937.0
Acridotheres ginginianus,26938.0
Acridotheres burmannicus,26940.0
Acridotheres leucocephalus,26941.0
Acridotheres melanopterus,26942.0
Acridotheres melanopterus melanopterus,26943.0
Acridotheres melanopterus tricolor,26944.0
Acridotheres melanopterus tertius,26945.0
Acridotheres fuscus,26946.0
Acridotheres fuscus fuscus,26947.0
Acridotheres fuscus mahrattensis,26948.0
Acridotheres fuscus fumidus,26949.0
Acridotheres fuscus torquatus,26950.0
Acridotheres javanicus,26952.0
Acridotheres cinereus,26953.0
Acridotheres albocinctus,26954.0
Acridotheres grandis,26955.0
Acridotheres cristatellus,26959.0
Acridotheres cristatellus cristatellus,26960.0
Acridotheres cristatellus brevipennis,26961.0
Acridotheres cristatellus formosanus,26962.0
Hartlaubius auratus,26966.0
Cinnyricinclus leucogaster,26967.0
Cinnyricinclus leucogaster leucogaster,26968.0
Cinnyricinclus leucogaster verreauxi,26969.0
Cinnyricinclus leucogaster arabicus,26970.0
Onychognathus tenuirostris,26971.0
Onychognathus tenuirostris tenuirostris,26972.0
Onychognathus tenuirostris theresae,26973.0
Onychognathus nabouroup,26974.0
Onychognathus neumanni,26975.0
Onychognathus neumanni neumanni,26976.0
Onychognathus neumanni modicus,26977.0
Onychognathus morio,26978.0
Onychognathus morio morio,26979.0
Onychognathus morio rueppellii,26980.0
Onychognathus fulgidus,26981.0
Onychognathus fulgidus fulgidus,26982.0
Onychognathus fulgidus hartlaubii/intermedius,26983.0
Onychognathus fulgidus hartlaubii,26984.0
Onychognathus fulgidus intermedius,26985.0
Onychognathus walleri,26986.0
Onychognathus walleri preussi,26987.0
Onychognathus walleri elgonensis,26988.0
Onychognathus walleri walleri,26989.0
Onychognathus tristramii,26990.0
Onychognathus albirostris,26991.0
Onychognathus salvadorii,26992.0
Onychognathus blythii,26993.0
Onychognathus frater,26994.0
Saroglossa spilopterus,26995.0
Neocichla gutturalis,26996.0
Neocichla gutturalis gutturalis,26997.0
Neocichla gutturalis angusta,26998.0
Grafisia torquata,26999.0
Speculipastor bicolor,27000.0
Pholia sharpii,27001.0
Arizelopsar femoralis,27002.0
Poeoptera lugubris,27003.0
Poeoptera stuhlmanni,27004.0
Poeoptera kenricki,27005.0
Poeoptera kenricki kenricki,27006.0
Poeoptera kenricki bensoni,27007.0
Notopholia corusca,27008.0
Notopholia corusca corusca,27009.0
Notopholia corusca vaughani,27010.0
Hylopsar purpureiceps,27011.0
Hylopsar cupreocauda,27012.0
Lamprotornis hildebrandti,27013.0
Lamprotornis shelleyi,27014.0
Lamprotornis australis,27015.0
Lamprotornis purpuroptera,27016.0
Lamprotornis purpuroptera aeneocephalus,27017.0
Lamprotornis purpuroptera purpuroptera,27018.0
Lamprotornis caudatus,27019.0
Lamprotornis mevesii,27020.0
Lamprotornis mevesii mevesii,27021.0
Lamprotornis mevesii violacior,27022.0
Lamprotornis mevesii benguelensis,27023.0
Lamprotornis unicolor,27024.0
Lamprotornis splendidus,27025.0
Lamprotornis splendidus chrysonotis,27026.0
Lamprotornis splendidus splendidus,27027.0
Lamprotornis splendidus lessoni,27028.0
Lamprotornis splendidus bailundensis,27029.0
Lamprotornis ornatus,27030.0
Lamprotornis regius,27031.0
Lamprotornis superbus,27032.0
Lamprotornis pulcher,27033.0
Lamprotornis bicolor,27034.0
Lamprotornis albicapillus,27035.0
Lamprotornis albicapillus albicapillus,27036.0
Lamprotornis albicapillus horrensis,27037.0
Lamprotornis fischeri,27038.0
Lamprotornis chloropterus,27039.0
Lamprotornis chloropterus chloropterus,27040.0
Lamprotornis chloropterus elisabeth,27041.0
Lamprotornis acuticaudus,27042.0
Lamprotornis acuticaudus acuticaudus,27043.0
Lamprotornis acuticaudus ecki,27044.0
Lamprotornis chalybaeus,27045.0
Lamprotornis chalybaeus chalybaeus,27046.0
Lamprotornis chalybaeus cyaniventris,27047.0
Lamprotornis chalybaeus sycobius,27048.0
Lamprotornis chalybaeus nordmanni,27049.0
Lamprotornis iris,27050.0
Lamprotornis purpureus,27051.0
Lamprotornis purpureus purpureus,27052.0
Lamprotornis purpureus amethystinus,27053.0
Lamprotornis nitens,27054.0
Lamprotornis chalcurus,27055.0
Lamprotornis chalcurus chalcurus,27056.0
Lamprotornis chalcurus emini,27057.0
Melanotis caerulescens,27060.0
Melanotis caerulescens longirostris,27061.0
Melanotis caerulescens caerulescens,27062.0
Melanotis hypoleucus,27063.0
Melanoptila glabrirostris,27064.0
Dumetella carolinensis,27065.0
Ramphocinclus brachyurus,27066.0
Ramphocinclus brachyurus brachyurus,27067.0
Ramphocinclus brachyurus sanctaeluciae,27068.0
Allenia fusca,27069.0
Allenia fusca atlantica,27070.0
Allenia fusca hypenema,27071.0
Allenia fusca schwartzi,27072.0
Allenia fusca vincenti,27073.0
Allenia fusca fusca,27074.0
Margarops fuscatus,27075.0
Margarops fuscatus fuscatus,27076.0
Margarops fuscatus densirostris,27077.0
Margarops fuscatus klinikowskii,27078.0
Margarops fuscatus bonairensis,27079.0
Cinclocerthia ruficauda,27081.0
Cinclocerthia ruficauda pavida,27082.0
Cinclocerthia ruficauda tremula,27083.0
Cinclocerthia ruficauda ruficauda,27084.0
Cinclocerthia ruficauda tenebrosa,27085.0
Cinclocerthia gutturalis,27086.0
Cinclocerthia gutturalis gutturalis,27087.0
Cinclocerthia gutturalis macrorhyncha,27088.0
Toxostoma curvirostre,27090.0
Toxostoma curvirostre [curvirostre Group],27091.0
Toxostoma curvirostre celsum,27092.0
Toxostoma curvirostre oberholseri,27093.0
Toxostoma curvirostre curvirostre,27094.0
Toxostoma curvirostre [palmeri Group],27095.0
Toxostoma curvirostre palmeri,27096.0
Toxostoma curvirostre maculatum,27097.0
Toxostoma curvirostre insularum,27098.0
Toxostoma curvirostre occidentale,27099.0
Toxostoma ocellatum,27100.0
Toxostoma ocellatum ocellatum,27101.0
Toxostoma ocellatum villai,27102.0
Toxostoma rufum,27103.0
Toxostoma rufum rufum,27104.0
Toxostoma rufum longicauda,27105.0
Toxostoma longirostre,27106.0
Toxostoma longirostre sennetti,27107.0
Toxostoma longirostre longirostre,27108.0
Toxostoma guttatum,27111.0
Toxostoma bendirei,27112.0
Toxostoma bendirei bendirei,27113.0
Toxostoma bendirei candidum,27114.0
Toxostoma bendirei rubricatum,27115.0
Toxostoma cinereum,27117.0
Toxostoma cinereum mearnsi,27118.0
Toxostoma cinereum cinereum,27119.0
Toxostoma redivivum,27120.0
Toxostoma redivivum sonomae,27121.0
Toxostoma redivivum redivivum,27122.0
Toxostoma lecontei,27123.0
Toxostoma lecontei lecontei/macmillanorum,27124.0
Toxostoma lecontei lecontei,27125.0
Toxostoma lecontei macmillanorum,27126.0
Toxostoma lecontei arenicola,27127.0
Toxostoma crissale,27128.0
Toxostoma crissale coloradense,27129.0
Toxostoma crissale crissale,27130.0
Toxostoma crissale trinitatis,27131.0
Toxostoma crissale dumosum,27132.0
Oreoscoptes montanus,27135.0
Mimus thenca,27136.0
Mimus patagonicus,27137.0
Mimus saturninus,27138.0
Mimus saturninus saturninus,27139.0
Mimus saturninus arenaceus,27140.0
Mimus saturninus frater,27141.0
Mimus saturninus modulator,27142.0
Mimus triurus,27143.0
Mimus dorsalis,27144.0
Mimus gundlachii,27145.0
Mimus gundlachii gundlachii,27146.0
Mimus gundlachii hillii,27147.0
Mimus parvulus,27148.0
Mimus parvulus parvulus,27149.0
Mimus parvulus barringtoni,27150.0
Mimus parvulus personatus,27151.0
Mimus parvulus wenmani,27152.0
Mimus parvulus hulli,27153.0
Mimus parvulus bauri,27154.0
Mimus trifasciatus,27155.0
Mimus macdonaldi,27156.0
Mimus melanotis,27157.0
Mimus longicaudatus,27158.0
Mimus longicaudatus platensis,27159.0
Mimus longicaudatus albogriseus,27160.0
Mimus longicaudatus longicaudatus,27161.0
Mimus longicaudatus maranonicus,27162.0
Mimus graysoni,27163.0
Mimus gilvus,27164.0
Mimus gilvus [gilvus Group],27165.0
Mimus gilvus gracilis,27166.0
Mimus gilvus leucophaeus,27167.0
Mimus gilvus antillarum,27168.0
Mimus gilvus tobagensis,27169.0
Mimus gilvus rostratus,27170.0
Mimus gilvus tolimensis,27171.0
Mimus gilvus melanopterus,27172.0
Mimus gilvus gilvus,27173.0
Mimus gilvus antelius,27174.0
Mimus gilvus magnirostris,27175.0
Mimus polyglottos,27176.0
Mimus polyglottos leucopterus,27177.0
Mimus polyglottos polyglottos,27178.0
Mimus polyglottos orpheus,27179.0
Grandala coelicolor,27184.0
Sialia sialis,27185.0
Sialia sialis sialis/bermudensis,27186.0
Sialia sialis sialis,27187.0
Sialia sialis bermudensis,27188.0
Sialia sialis [guatemalae Group],27189.0
Sialia sialis fulva,27190.0
Sialia sialis nidificans,27191.0
Sialia sialis guatemalae,27192.0
Sialia sialis meridionalis,27193.0
Sialia sialis caribaea,27194.0
Sialia mexicana,27195.0
Sialia mexicana occidentalis,27196.0
Sialia mexicana bairdi,27197.0
Sialia mexicana anabelae,27198.0
Sialia mexicana amabilis,27199.0
Sialia mexicana mexicana,27200.0
Sialia mexicana australis,27201.0
Sialia currucoides,27203.0
Stizorhina fraseri,27207.0
Stizorhina fraseri rubicunda,27208.0
Stizorhina fraseri vulpina,27209.0
Stizorhina fraseri fraseri,27210.0
Stizorhina finschi,27211.0
Neocossyphus rufus,27212.0
Neocossyphus rufus gabunensis,27213.0
Neocossyphus rufus rufus,27214.0
Neocossyphus poensis,27215.0
Neocossyphus poensis poensis,27216.0
Neocossyphus poensis praepectoralis,27217.0
Neocossyphus poensis kakamegoes,27218.0
Neocossyphus poensis nigridorsalis,27219.0
