scientific name,sort v2021
Amalocichla sclateriana sclateriana,20908.0
Amalocichla incerta,20909.0
Amalocichla incerta incerta,20910.0
Amalocichla incerta olivascentior,20911.0
Amalocichla incerta brevicauda,20912.0
Monachella muelleriana,20913.0
Monachella muelleriana muelleriana,20914.0
Monachella muelleriana coultasi,20915.0
Microeca fascinans,20916.0
Microeca fascinans zimmeri,20917.0
Microeca fascinans pallida,20918.0
Microeca fascinans fascinans,20919.0
Microeca fascinans assimilis,20920.0
Microeca hemixantha,20921.0
Microeca flavigaster,20922.0
Microeca flavigaster [flavigaster Group],20923.0
Microeca flavigaster tarara,20924.0
Microeca flavigaster laeta,20925.0
Microeca flavigaster terraereginae,20926.0
Microeca flavigaster flavigaster,20927.0
Microeca flavigaster flavissima,20928.0
Microeca flavigaster laetissima,20929.0
Microeca flavigaster tormenti,20930.0
Microeca griseoceps,20932.0
Microeca griseoceps occidentalis,20933.0
Microeca griseoceps griseoceps,20934.0
Microeca griseoceps kempi,20935.0
Microeca flavovirescens,20936.0
Microeca flavovirescens flavovirescens,20937.0
Microeca flavovirescens cuicui,20938.0
Microeca papuana,20939.0
Eugerygone rubra,20941.0
Eugerygone rubra rubra,20942.0
Eugerygone rubra saturatior,20943.0
Petroica longipes,20944.0
Petroica australis,20945.0
Petroica australis australis,20946.0
Petroica australis rakiura,20947.0
Petroica macrocephala,20948.0
Petroica macrocephala [macrocephala Group],20949.0
Petroica macrocephala toitoi,20950.0
Petroica macrocephala macrocephala,20951.0
Petroica macrocephala marrineri,20952.0
Petroica macrocephala chathamensis,20953.0
Petroica macrocephala dannefaerdi,20954.0
Petroica traversi,20955.0
Petroica boodang,20956.0
Petroica boodang campbelli,20957.0
Petroica boodang boodang/leggii,20958.0
Petroica boodang leggii,20959.0
Petroica boodang boodang,20960.0
Petroica phoenicea,20961.0
Petroica rosea,20962.0
Petroica rodinogaster,20963.0
Petroica rodinogaster rodinogaster,20964.0
Petroica rodinogaster inexpectata,20965.0
Petroica bivittata,20966.0
Petroica bivittata caudata,20967.0
Petroica bivittata bivittata,20968.0
Petroica archboldi,20969.0
Petroica multicolor,20970.0
Petroica goodenovii,20971.0
Petroica pusilla,20972.0
Petroica pusilla [polymorpha Group],20973.0
Petroica pusilla septentrionalis,20974.0
Petroica pusilla kulambangrae,20975.0
Petroica pusilla dennisi,20976.0
Petroica pusilla polymorpha,20977.0
Petroica pusilla [similis Group],20978.0
Petroica pusilla soror,20979.0
Petroica pusilla ambrynensis,20980.0
Petroica pusilla feminina,20981.0
Petroica pusilla cognata,20982.0
Petroica pusilla tannensis,20983.0
Petroica pusilla similis,20984.0
Petroica pusilla kleinschmidti,20985.0
Petroica pusilla taveunensis,20986.0
Petroica pusilla becki,20987.0
Petroica pusilla pusilla,20988.0
Melanodryas cucullata,20990.0
Melanodryas cucullata melvillensis,20991.0
Melanodryas cucullata picata,20992.0
Melanodryas cucullata cucullata,20993.0
Melanodryas cucullata westralensis,20994.0
Melanodryas vittata,20995.0
Melanodryas vittata vittata,20996.0
Melanodryas vittata kingi,20997.0
Tregellasia leucops,20998.0
Tregellasia leucops leucops,20999.0
Tregellasia leucops mayri,21000.0
Tregellasia leucops nigroorbitalis,21001.0
Tregellasia leucops heurni,21002.0
Tregellasia leucops nigriceps,21003.0
Tregellasia leucops melanogenys,21004.0
Tregellasia leucops wahgiensis,21005.0
Tregellasia leucops albifacies,21006.0
Tregellasia leucops auricularis,21007.0
Tregellasia leucops albigularis,21008.0
Tregellasia capito,21009.0
Tregellasia capito nana,21010.0
Tregellasia capito capito,21011.0
Eopsaltria australis,21012.0
Eopsaltria australis chrysorrhos,21013.0
Eopsaltria australis australis,21014.0
Eopsaltria griseogularis,21015.0
Eopsaltria griseogularis griseogularis,21016.0
Eopsaltria griseogularis rosinae,21017.0
Eopsaltria flaviventris,21018.0
Eopsaltria georgiana,21019.0
Eopsaltria pulverulenta,21020.0
Eopsaltria pulverulenta pulverulenta,21021.0
Eopsaltria pulverulenta leucura,21022.0
Eopsaltria pulverulenta cinereiceps,21023.0
Eopsaltria pulverulenta alligator,21024.0
Poecilodryas brachyura,21025.0
Poecilodryas brachyura brachyura,21026.0
Poecilodryas brachyura albotaeniata,21027.0
Poecilodryas brachyura dumasi,21028.0
Poecilodryas hypoleuca,21029.0
Poecilodryas hypoleuca steini,21030.0
Poecilodryas hypoleuca hypoleuca,21031.0
Poecilodryas hypoleuca hermani,21032.0
Poecilodryas superciliosa,21033.0
Poecilodryas cerviniventris,21034.0
Poecilodryas placens,21035.0
Poecilodryas albonotata,21036.0
Poecilodryas albonotata albonotata,21037.0
Poecilodryas albonotata griseiventris,21038.0
Poecilodryas albonotata correcta,21039.0
Peneothello sigillata,21040.0
Peneothello sigillata quadrimaculata,21041.0
Peneothello sigillata saruwagedi,21042.0
Peneothello sigillata hagenensis,21043.0
Peneothello sigillata sigillata,21044.0
Peneothello cryptoleuca,21045.0
Peneothello cryptoleuca cryptoleuca,21046.0
Peneothello cryptoleuca albidior,21047.0
Peneothello cryptoleuca maxima,21048.0
Peneothello bimaculata,21049.0
Peneothello bimaculata bimaculata,21050.0
Peneothello bimaculata vicaria,21051.0
Peneothello cyanus,21052.0
Peneothello cyanus cyanus,21053.0
Peneothello cyanus atricapilla,21054.0
Peneothello cyanus subcyanea,21055.0
Heteromyias albispecularis,21056.0
Heteromyias albispecularis albispecularis,21057.0
Heteromyias albispecularis [armiti Group],21058.0
Heteromyias albispecularis atricapilla,21059.0
Heteromyias albispecularis rothschildi,21060.0
Heteromyias albispecularis centralis,21061.0
Heteromyias albispecularis armiti,21062.0
Heteromyias cinereifrons,21063.0
Pachycephalopsis hattamensis,21064.0
Pachycephalopsis hattamensis hattamensis,21065.0
Pachycephalopsis hattamensis ernesti,21066.0
Pachycephalopsis hattamensis axillaris,21067.0
Pachycephalopsis hattamensis insularis,21068.0
Pachycephalopsis hattamensis lecroyae,21069.0
Pachycephalopsis poliosoma,21070.0
Pachycephalopsis poliosoma idenburgi,21071.0
Pachycephalopsis poliosoma hypopolia,21072.0
Pachycephalopsis poliosoma albigularis,21073.0
Pachycephalopsis poliosoma balim,21074.0
Pachycephalopsis poliosoma approximans,21075.0
Pachycephalopsis poliosoma hunsteini,21076.0
Pachycephalopsis poliosoma poliosoma,21077.0
Drymodes beccarii,21078.0
Drymodes beccarii beccarii,21079.0
Drymodes beccarii nigriceps,21080.0
Drymodes beccarii brevirostris,21081.0
Drymodes superciliaris,21082.0
Drymodes brunneopygia,21083.0
Picathartes gymnocephalus,21084.0
Picathartes oreas,21085.0
Chaetops frenatus,21086.0
Chaetops aurantius,21087.0
Eupetes macrocerus,21088.0
Eupetes macrocerus macrocerus,21089.0
Eupetes macrocerus borneensis,21090.0
Hyliota flavigaster,21091.0
Hyliota flavigaster flavigaster,21092.0
Hyliota flavigaster barbozae,21093.0
Hyliota australis,21094.0
Hyliota australis slatini,21095.0
Hyliota australis inornata,21096.0
Hyliota australis australis,21097.0
Hyliota usambara,21098.0
Hyliota violacea,21099.0
Hyliota violacea nehrkorni,21100.0
Hyliota violacea violacea,21101.0
Stenostira scita,21102.0
Stenostira scita scita,21103.0
Stenostira scita rudebecki,21104.0
Stenostira scita saturatior,21105.0
Chelidorhynx hypoxanthus,21106.0
Elminia longicauda,21107.0
Elminia longicauda longicauda,21108.0
Elminia longicauda teresita,21109.0
Elminia albicauda,21110.0
Elminia nigromitrata,21111.0
Elminia nigromitrata colstoni,21112.0
Elminia nigromitrata nigromitrata,21113.0
Elminia albiventris,21114.0
Elminia albiventris albiventris,21115.0
Elminia albiventris toroensis,21116.0
Elminia albonotata,21117.0
Elminia albonotata albonotata,21118.0
Elminia albonotata subcaerulea,21119.0
Elminia albonotata swynnertoni,21120.0
Culicicapa ceylonensis,21121.0
Culicicapa ceylonensis calochrysea,21122.0
Culicicapa ceylonensis ceylonensis,21123.0
Culicicapa ceylonensis antioxantha,21124.0
Culicicapa ceylonensis sejuncta,21125.0
Culicicapa ceylonensis connectens,21126.0
Culicicapa helianthea,21127.0
Culicicapa helianthea septentrionalis,21128.0
Culicicapa helianthea zimmeri,21129.0
Culicicapa helianthea panayensis,21130.0
Culicicapa helianthea mayri,21131.0
Culicicapa helianthea helianthea,21132.0
Cephalopyrus flammiceps,21133.0
Cephalopyrus flammiceps flammiceps,21134.0
Cephalopyrus flammiceps olivaceus,21135.0
Sylviparus modestus,21136.0
Sylviparus modestus simlaensis,21137.0
Sylviparus modestus modestus,21138.0
Sylviparus modestus klossi,21139.0
Melanochlora sultanea,21140.0
Melanochlora sultanea [sultanea Group],21141.0
Melanochlora sultanea sultanea,21142.0
Melanochlora sultanea flavocristata,21143.0
Melanochlora sultanea seorsa,21144.0
Melanochlora sultanea gayeti,21145.0
Periparus ater,21146.0
Periparus ater britannicus/hibernicus,21147.0
Periparus ater hibernicus,21148.0
Periparus ater britannicus,21149.0
Periparus ater [ater Group],21150.0
Periparus ater ater,21151.0
Periparus ater vieirae,21152.0
Periparus ater sardus,21153.0
Periparus ater pekinensis,21154.0
Periparus ater insularis,21155.0
Periparus ater ledouci/atlas,21156.0
Periparus ater atlas,21157.0
Periparus ater ledouci,21158.0
Periparus ater cypriotes,21159.0
Periparus ater [phaeonotus Group],21160.0
Periparus ater moltchanovi,21161.0
Periparus ater derjugini,21162.0
Periparus ater michalowskii,21163.0
Periparus ater phaeonotus,21164.0
Periparus ater melanolophus,21165.0
Periparus ater aemodius/rufipectus,21166.0
Periparus ater rufipectus,21167.0
Periparus ater aemodius,21168.0
Periparus ater ptilosus/kuatunensis,21169.0
Periparus ater kuatunensis,21170.0
Periparus ater ptilosus,21171.0
Periparus rufonuchalis,21172.0
Periparus rubidiventris,21173.0
Periparus rubidiventris rubidiventris,21174.0
Periparus rubidiventris beavani,21175.0
Periparus rubidiventris saramatii,21176.0
Periparus venustulus,21178.0
Periparus elegans,21179.0
Periparus elegans edithae,21180.0
Periparus elegans montigenus,21181.0
Periparus elegans gilliardi,21182.0
Periparus elegans elegans,21183.0
Periparus elegans albescens,21184.0
Periparus elegans visayanus,21185.0
Periparus elegans mindanensis,21186.0
Periparus elegans suluensis,21187.0
Periparus elegans bongaoensis,21188.0
Periparus amabilis,21189.0
Lophophanes cristatus,21190.0
Lophophanes cristatus scoticus,21191.0
Lophophanes cristatus abadiei,21192.0
Lophophanes cristatus cristatus,21193.0
Lophophanes cristatus mitratus,21194.0
Lophophanes cristatus weigoldi,21195.0
Lophophanes cristatus baschkirikus,21196.0
Lophophanes dichrous,21197.0
Lophophanes dichrous kangrae,21198.0
Lophophanes dichrous dichrous,21199.0
Lophophanes dichrous dichroides,21200.0
Lophophanes dichrous wellsi,21201.0
Sittiparus castaneoventris,21202.0
Sittiparus olivaceus,21203.0
Sittiparus varius,21204.0
Sittiparus varius varius,21205.0
Sittiparus varius sunsunpi,21206.0
Sittiparus varius yakushimensis,21207.0
Sittiparus varius amamii,21208.0
Sittiparus varius orii,21209.0
Sittiparus varius namiyei,21210.0
Sittiparus owstoni,21212.0
Sittiparus semilarvatus,21213.0
Sittiparus semilarvatus snowi,21214.0
Sittiparus semilarvatus semilarvatus,21215.0
Sittiparus semilarvatus nehrkorni,21216.0
Poecile superciliosus,21217.0
Poecile lugubris,21218.0
Poecile lugubris lugubris,21219.0
Poecile lugubris anatoliae,21220.0
Poecile lugubris dubius,21221.0
Poecile lugubris kirmanensis,21222.0
Poecile davidi,21223.0
Poecile palustris,21224.0
Poecile palustris palustris,21225.0
Poecile palustris stagnatilis,21226.0
Poecile palustris kabardensis,21227.0
Poecile palustris italicus,21228.0
Poecile palustris brevirostris,21229.0
Poecile palustris ernsti,21230.0
Poecile palustris hensoni,21231.0
Poecile palustris hellmayri,21232.0
Poecile hyrcanus,21233.0
Poecile hypermelaenus,21234.0
Poecile montanus,21235.0
Poecile montanus [montanus Group],21236.0
Poecile montanus kleinschmidti,21237.0
Poecile montanus rhenanus,21238.0
Poecile montanus salicarius,21239.0
Poecile montanus montanus,21240.0
Poecile montanus borealis,21241.0
Poecile montanus uralensis,21242.0
Poecile montanus baicalensis,21243.0
Poecile montanus anadyrensis,21244.0
Poecile montanus kamtschatkensis,21245.0
Poecile montanus sachalinensis,21246.0
Poecile montanus restrictus,21247.0
Poecile montanus [songarus Group],21248.0
Poecile montanus songarus,21249.0
Poecile montanus affinis,21250.0
Poecile montanus stoetzneri,21251.0
Poecile weigoldicus,21253.0
Poecile carolinensis,21254.0
Poecile carolinensis atricapilloides,21255.0
Poecile carolinensis agilis,21256.0
Poecile carolinensis extimus,21257.0
Poecile carolinensis carolinensis,21258.0
Poecile atricapillus,21259.0
Poecile atricapillus turneri,21260.0
Poecile atricapillus occidentalis,21261.0
Poecile atricapillus fortuitus,21262.0
Poecile atricapillus garrinus,21263.0
Poecile atricapillus nevadensis,21264.0
Poecile atricapillus bartletti,21265.0
Poecile atricapillus atricapillus,21266.0
Poecile atricapillus practicus,21267.0
Poecile atricapillus septentrionalis,21268.0
Poecile gambeli,21271.0
Poecile gambeli [gambeli Group],21272.0
Poecile gambeli gambeli,21273.0
Poecile gambeli wasatchensis,21274.0
Poecile gambeli inyoensis,21275.0
Poecile gambeli [baileyae Group],21276.0
Poecile gambeli abbreviatus,21277.0
Poecile gambeli baileyae,21278.0
Poecile gambeli atratus,21279.0
Poecile sclateri,21282.0
Poecile sclateri eidos,21283.0
Poecile sclateri garzai,21284.0
Poecile sclateri sclateri,21285.0
Poecile sclateri rayi,21286.0
Poecile rufescens,21287.0
Poecile rufescens rufescens,21288.0
Poecile rufescens neglectus,21289.0
Poecile rufescens barlowi,21290.0
Poecile hudsonicus,21291.0
Poecile hudsonicus stoneyi,21292.0
Poecile hudsonicus hudsonicus,21293.0
Poecile hudsonicus columbianus,21294.0
Poecile hudsonicus farleyi,21295.0
Poecile hudsonicus littoralis,21296.0
Poecile cinctus,21299.0
Poecile cinctus lapponicus,21300.0
Poecile cinctus cinctus,21301.0
Poecile cinctus sayanus,21302.0
Poecile cinctus lathami,21303.0
Cyanistes caeruleus,21306.0
Cyanistes caeruleus obscurus,21307.0
Cyanistes caeruleus caeruleus,21308.0
Cyanistes caeruleus ogliastrae,21309.0
Cyanistes caeruleus balearicus,21310.0
Cyanistes caeruleus calamensis,21311.0
Cyanistes caeruleus orientalis,21312.0
Cyanistes caeruleus satunini,21313.0
Cyanistes caeruleus raddei,21314.0
Cyanistes caeruleus persicus,21315.0
Cyanistes teneriffae,21316.0
Cyanistes teneriffae palmensis,21317.0
Cyanistes teneriffae ombriosus,21318.0
Cyanistes teneriffae teneriffae,21319.0
Cyanistes teneriffae hedwigae,21320.0
Cyanistes teneriffae degener,21321.0
Cyanistes teneriffae ultramarinus,21322.0
Cyanistes teneriffae cyrenaicae,21323.0
Cyanistes cyanus,21324.0
Cyanistes cyanus [cyanus Group],21325.0
Cyanistes cyanus cyanus,21326.0
Cyanistes cyanus hyperrhiphaeus,21327.0
Cyanistes cyanus koktalensis,21328.0
Cyanistes cyanus tianschanicus,21329.0
Cyanistes cyanus yenisseensis,21330.0
Cyanistes cyanus [flavipectus Group],21331.0
Cyanistes cyanus carruthersi,21332.0
Cyanistes cyanus flavipectus,21333.0
Cyanistes cyanus berezowskii,21334.0
Baeolophus wollweberi,21337.0
Baeolophus wollweberi vandevenderi,21338.0
Baeolophus wollweberi phillipsi,21339.0
Baeolophus wollweberi wollweberi,21340.0
Baeolophus wollweberi caliginosus,21341.0
Baeolophus inornatus,21342.0
Baeolophus inornatus inornatus,21343.0
Baeolophus inornatus affabilis,21344.0
Baeolophus inornatus mohavensis,21345.0
Baeolophus inornatus cineraceus,21346.0
Baeolophus ridgwayi,21347.0
Baeolophus ridgwayi ridgwayi,21348.0
Baeolophus ridgwayi zaleptus,21349.0
Baeolophus bicolor,21352.0
Baeolophus atricristatus,21355.0
Baeolophus atricristatus paloduro,21356.0
Baeolophus atricristatus sennetti,21357.0
Baeolophus atricristatus atricristatus,21358.0
Pseudopodoces humilis,21361.0
Parus monticolus,21362.0
Parus monticolus monticolus,21363.0
Parus monticolus yunnanensis,21364.0
Parus monticolus legendrei,21365.0
Parus monticolus insperatus,21366.0
Parus major,21367.0
Parus major [major Group],21368.0
Parus major newtoni,21369.0
Parus major major,21370.0
Parus major kapustini,21371.0
Parus major corsus,21372.0
Parus major mallorcae,21373.0
Parus major ecki,21374.0
Parus major excelsus,21375.0
Parus major aphrodite,21376.0
Parus major niethammeri,21377.0
Parus major terraesanctae,21378.0
Parus major blanfordi,21379.0
Parus major intermedius,21380.0
Parus major [bokharensis Group],21381.0
Parus major bokharensis,21382.0
Parus major ferghanensis,21383.0
Parus major turkestanicus,21384.0
Parus cinereus,21385.0
Parus cinereus caschmirensis,21386.0
Parus cinereus ziaratensis,21387.0
Parus cinereus decolorans,21388.0
Parus cinereus planorum,21389.0
Parus cinereus vauriei,21390.0
Parus cinereus stupae,21391.0
Parus cinereus mahrattarum,21392.0
Parus cinereus templorum,21393.0
Parus cinereus hainanus,21394.0
Parus cinereus ambiguus,21395.0
Parus cinereus cinereus,21396.0
Parus cinereus sarawacensis,21397.0
Parus minor,21398.0
Parus minor [minor Group],21399.0
Parus minor minor,21400.0
Parus minor dageletensis,21401.0
Parus minor tibetanus,21402.0
Parus minor subtibetanus,21403.0
Parus minor nubicolus,21404.0
Parus minor commixtus,21405.0
Parus minor amamiensis,21406.0
Parus minor okinawae,21407.0
Parus minor nigriloris,21408.0
Machlolophus nuchalis,21410.0
Machlolophus holsti,21411.0
Machlolophus xanthogenys,21412.0
Machlolophus aplonotus,21413.0
Machlolophus aplonotus aplonotus,21414.0
Machlolophus aplonotus travancoreensis,21415.0
Machlolophus spilonotus,21416.0
Machlolophus spilonotus spilonotus,21417.0
Machlolophus spilonotus subviridis,21418.0
Machlolophus spilonotus rex,21419.0
Machlolophus spilonotus basileus,21420.0
Melaniparus guineensis,21421.0
Melaniparus leucomelas,21422.0
Melaniparus leucomelas leucomelas,21423.0
Melaniparus leucomelas insignis,21424.0
Melaniparus rufiventris,21425.0
Melaniparus rufiventris rufiventris/masukuensis,21426.0
Melaniparus rufiventris rufiventris,21427.0
Melaniparus rufiventris masukuensis,21428.0
Melaniparus rufiventris pallidiventris,21429.0
Melaniparus albiventris,21430.0
Melaniparus niger,21431.0
Melaniparus niger xanthostomus,21432.0
Melaniparus niger ravidus,21433.0
Melaniparus niger niger,21434.0
Melaniparus carpi,21435.0
Melaniparus funereus,21436.0
Melaniparus funereus funereus,21437.0
Melaniparus funereus gabela,21438.0
Melaniparus griseiventris,21439.0
Melaniparus fasciiventer,21440.0
Melaniparus fasciiventer fasciiventer,21441.0
Melaniparus fasciiventer tanganjicae,21442.0
Melaniparus fasciiventer kaboboensis,21443.0
Melaniparus thruppi,21444.0
Melaniparus thruppi thruppi,21445.0
Melaniparus thruppi barakae,21446.0
Melaniparus fringillinus,21447.0
Melaniparus leuconotus,21448.0
Melaniparus cinerascens,21449.0
Melaniparus cinerascens benguelae,21450.0
Melaniparus cinerascens cinerascens,21451.0
Melaniparus afer,21452.0
Melaniparus afer afer,21453.0
Melaniparus afer arens,21454.0
Auriparus flaviceps,21456.0
Auriparus flaviceps acaciarum,21457.0
Auriparus flaviceps ornatus,21458.0
Auriparus flaviceps flaviceps,21459.0
Auriparus flaviceps lamprocephalus,21460.0
Auriparus flaviceps sinaloae,21461.0
Auriparus flaviceps hidalgensis,21462.0
Remiz pendulinus,21463.0
Remiz pendulinus pendulinus,21464.0
Remiz pendulinus menzbieri,21465.0
Remiz pendulinus caspius,21466.0
Remiz pendulinus jaxarticus,21467.0
Remiz macronyx,21468.0
Remiz macronyx macronyx,21469.0
Remiz macronyx neglectus,21470.0
Remiz macronyx nigricans,21471.0
Remiz macronyx ssaposhnikowi,21472.0
Remiz coronatus,21473.0
Remiz coronatus coronatus,21473.2
Remiz coronatus stoliczkae,21473.4
Remiz consobrinus,21474.0
Anthoscopus punctifrons,21475.0
Anthoscopus musculus,21476.0
Anthoscopus parvulus,21477.0
Anthoscopus parvulus senegalensis,21478.0
Anthoscopus parvulus aureus,21479.0
Anthoscopus parvulus parvulus,21480.0
Anthoscopus flavifrons,21481.0
Anthoscopus flavifrons waldronae,21482.0
Anthoscopus flavifrons flavifrons,21483.0
Anthoscopus flavifrons ruthae,21484.0
Anthoscopus caroli,21485.0
Anthoscopus caroli [ansorgei Group],21486.0
Anthoscopus caroli ansorgei,21487.0
Anthoscopus caroli rhodesiae,21488.0
Anthoscopus caroli pallescens,21489.0
Anthoscopus caroli sylviella/sharpei,21490.0
Anthoscopus caroli sylviella,21491.0
Anthoscopus caroli sharpei,21492.0
Anthoscopus caroli roccatii,21493.0
Anthoscopus caroli rankinei,21494.0
Anthoscopus caroli [caroli Group],21495.0
Anthoscopus caroli caroli,21496.0
Anthoscopus caroli robertsi,21497.0
Anthoscopus caroli winterbottomi,21498.0
Anthoscopus caroli hellmayri,21499.0
Anthoscopus minutus,21500.0
Anthoscopus minutus damarensis,21501.0
Anthoscopus minutus minutus,21502.0
Anthoscopus minutus gigi,21503.0
Alaemon alaudipes,21504.0
Alaemon alaudipes boavistae,21505.0
Alaemon alaudipes [alaudipes Group],21506.0
Alaemon alaudipes alaudipes,21507.0
Alaemon alaudipes desertorum,21508.0
Alaemon alaudipes doriae,21509.0
Alaemon hamertoni,21510.0
Alaemon hamertoni hamertoni,21511.0
Alaemon hamertoni tertius,21512.0
Alaemon hamertoni alter,21513.0
Chersomanes albofasciata,
Chersomanes albofasciata [albofasciata Group],21514.0
Chersomanes albofasciata obscurata,21515.0
Chersomanes albofasciata boweni,21516.0
Chersomanes albofasciata erikssoni,21517.0
Chersomanes albofasciata arenaria,21518.0
Chersomanes albofasciata kalahariae,21519.0
Chersomanes albofasciata barlowi,21520.0
Chersomanes albofasciata albofasciata,21521.0
Chersomanes albofasciata garrula,21522.0
Chersomanes albofasciata macdonaldi,21523.0
Chersomanes albofasciata alticola,21524.0
Chersomanes albofasciata beesleyi,21525.0
Ammomanopsis grayi,21526.0
Ammomanopsis grayi hoeschi,21527.0
Ammomanopsis grayi grayi,21528.0
Certhilauda chuana,21529.0
Certhilauda subcoronata,
Certhilauda subcoronata [subcoronata Group],21530.0
Certhilauda subcoronata bradshawi,21531.0
Certhilauda subcoronata damarensis,21532.0
Certhilauda subcoronata subcoronata,21533.0
Certhilauda subcoronata gilli,21534.0
Certhilauda subcoronata benguelensis/kaokoensis,21535.0
Certhilauda subcoronata benguelensis,21536.0
Certhilauda subcoronata kaokoensis,21537.0
Certhilauda semitorquata,21538.0
Certhilauda semitorquata transvaalensis,21539.0
Certhilauda semitorquata semitorquata,21540.0
Certhilauda semitorquata algida,21541.0
Certhilauda curvirostris,21546.0
Certhilauda curvirostris curvirostris/falcirostris,21542.0
Certhilauda curvirostris falcirostris,21543.0
Certhilauda curvirostris curvirostris,21544.0
Certhilauda curvirostris brevirostris,21545.0
Pinarocorys erythropygia,21548.0
Pinarocorys nigricans,21549.0
Pinarocorys nigricans occidentis,21550.0
Pinarocorys nigricans nigricans,21551.0
Ramphocoris clotbey,21552.0
Ammomanes cinctura,21553.0
Ammomanes cinctura cinctura,21554.0
Ammomanes cinctura arenicolor,21555.0
Ammomanes cinctura zarudnyi,21556.0
Ammomanes phoenicura,21557.0
Ammomanes deserti,21558.0
Ammomanes deserti payni,21559.0
Ammomanes deserti algeriensis,21560.0
Ammomanes deserti mya,21561.0
Ammomanes deserti geyri,21562.0
Ammomanes deserti whitakeri,21563.0
Ammomanes deserti kollmannspergeri,21564.0
Ammomanes deserti isabellina,21565.0
Ammomanes deserti deserti,21566.0
Ammomanes deserti erythrochroa,21567.0
Ammomanes deserti samharensis,21568.0
Ammomanes deserti assabensis,21569.0
Ammomanes deserti akeleyi,21570.0
Ammomanes deserti annae,21572.0
Ammomanes deserti azizi,21573.0
Ammomanes deserti saturata,21574.0
Ammomanes deserti insularis,21575.0
Ammomanes deserti taimuri,21576.0
Ammomanes deserti cheesmani,21577.0
Ammomanes deserti parvirostris,21579.0
Ammomanes deserti orientalis,21580.0
Ammomanes deserti iranica,21581.0
Ammomanes deserti phoenicuroides,21582.0
Eremopterix australis,21584.0
Eremopterix hova,21585.0
Eremopterix leucotis,21586.0
Eremopterix leucotis melanocephalus,21587.0
Eremopterix leucotis leucotis,21588.0
Eremopterix leucotis madaraszi,21589.0
Eremopterix leucotis smithi,21590.0
Eremopterix leucotis hoeschi,21591.0
Eremopterix nigriceps,21592.0
Eremopterix nigriceps nigriceps,21593.0
Eremopterix nigriceps albifrons,21594.0
Eremopterix nigriceps melanauchen,21595.0
Eremopterix nigriceps affinis,21596.0
Eremopterix griseus,21597.0
Eremopterix signatus,21598.0
Eremopterix signatus signatus,21599.0
Eremopterix signatus harrisoni,21600.0
Eremopterix verticalis,21601.0
Eremopterix verticalis damarensis,21602.0
Eremopterix verticalis harti,21603.0
Eremopterix verticalis khama,21604.0
Eremopterix verticalis verticalis,21605.0
Eremopterix leucopareia,21606.0
Calendulauda sabota,21607.0
Calendulauda sabota [naevia Group],21608.0
Calendulauda sabota naevia,21609.0
Calendulauda sabota herero,21610.0
Calendulauda sabota bradfieldi,21611.0
Calendulauda sabota [sabota Group],21612.0
Calendulauda sabota plebeja,21613.0
Calendulauda sabota ansorgei,21614.0
Calendulauda sabota sabota,21615.0
Calendulauda sabota waibeli,21616.0
Calendulauda sabota sabotoides,21617.0
Calendulauda sabota suffusca,21618.0
Calendulauda poecilosterna,21619.0
Calendulauda africanoides,
Calendulauda africanoides [africanoides Group],21620.0
Calendulauda africanoides trapnelli,21621.0
Calendulauda africanoides makarikari,21622.0
Calendulauda africanoides harei,21623.0
Calendulauda africanoides sarwensis,21624.0
Calendulauda africanoides africanoides,21625.0
Calendulauda africanoides vincenti,21626.0
Calendulauda africanoides alopex/intercedens,21627.0
Calendulauda africanoides alopex,21628.0
Calendulauda africanoides intercedens,21629.0
Calendulauda albescens,21630.0
Calendulauda albescens albescens,21631.0
Calendulauda albescens codea,21632.0
Calendulauda albescens guttata,21633.0
Calendulauda albescens karruensis,21634.0
Calendulauda burra,21635.0
Calendulauda erythrochlamys,
Calendulauda erythrochlamys barlowi,21637.0
Calendulauda erythrochlamys patae,21638.0
Calendulauda erythrochlamys cavei,21639.0
Calendulauda erythrochlamys erythrochlamys,21641.0
Heteromirafra archeri,21642.0
Heteromirafra ruddi,21643.0
Mirafra apiata,21644.0
Mirafra apiata apiata,21645.0
Mirafra apiata marjoriae,21646.0
Mirafra fasciolata,21647.0
Mirafra fasciolata reynoldsi,21648.0
Mirafra fasciolata jappi,21649.0
Mirafra fasciolata nata,21650.0
Mirafra fasciolata deserti,21651.0
Mirafra fasciolata fasciolata,21652.0
Mirafra collaris,21653.0
Mirafra hypermetra,21654.0
Mirafra hypermetra [hypermetra Group],21655.0
Mirafra hypermetra kidepoensis,21656.0
Mirafra hypermetra kathangorensis,21657.0
Mirafra hypermetra hypermetra,21658.0
Mirafra hypermetra gallarum,21659.0
Mirafra sharpii,21661.0
Mirafra africana,
Mirafra africana kurrae,21662.0
Mirafra africana stresemanni/bamendae,21663.0
Mirafra africana bamendae,21664.0
Mirafra africana stresemanni,21665.0
Mirafra africana [africana Group],21666.0
Mirafra africana henrici,21667.0
Mirafra africana batesi,21668.0
Mirafra africana ruwenzoria,21669.0
Mirafra africana athi,21670.0
Mirafra africana harterti,21671.0
Mirafra africana occidentalis,21672.0
Mirafra africana gomesi,21673.0
Mirafra africana kabalii,21674.0
Mirafra africana pallida,21675.0
Mirafra africana ghansiensis,21676.0
Mirafra africana chapini,21677.0
Mirafra africana transvaalensis,21678.0
Mirafra africana isolata,21679.0
Mirafra africana grisescens,21680.0
Mirafra africana africana,21681.0
